0,0,0
1,27.792,0.00024558
2,36.672,0.0013892
3,43.129,0.0038282
4,48.389,0.0078585
5,52.907,0.013728
6,56.909,0.021655
7,60.529,0.031837
8,63.85,0.044454
9,66.93,0.059675
10,69.811,0.077659
11,72.524,0.098553
12,75.093,0.1225
13,77.536,0.14964
14,79.868,0.1801
15,82.103,0.214
16,84.25,0.25147
17,86.318,0.29263
18,88.315,0.33758
19,90.245,0.38643
20,92.116,0.4393
21,93.932,0.49629
22,95.696,0.5575
23,97.413,0.62303
24,99.085,0.69298
25,100.72,0.76743
26,102.31,0.84649
27,103.87,0.93025
28,105.39,1.0188
29,106.88,1.1122
30,108.34,1.2106
31,109.77,1.314
32,111.17,1.4225
33,112.55,1.5363
34,113.9,1.6553
35,115.23,1.7798
36,116.53,1.9096
37,117.82,2.045
38,119.08,2.186
39,120.32,2.3327
40,121.55,2.4851
41,122.75,2.6433
42,123.94,2.8075
43,125.12,2.9776
44,126.27,3.1537
45,127.41,3.336
46,128.54,3.5244
47,129.65,3.7191
48,130.74,3.9201
49,131.83,4.1274
50,132.9,4.3412
51,133.95,4.5616
52,135,4.7885
53,136.03,5.022
54,137.05,5.2623
55,138.06,5.5093
56,139.06,5.7631
57,140.05,6.0239
58,141.02,6.2916
59,141.99,6.5663
60,142.95,6.8481
61,143.9,7.137
62,144.84,7.4331
63,145.77,7.7364
64,146.69,8.0471
65,147.6,8.3651
66,148.51,8.6906
67,149.4,9.0235
68,150.29,9.364
69,151.17,9.7121
70,152.04,10.068
71,152.91,10.431
72,153.76,10.802
73,154.62,11.181
74,155.46,11.568
75,156.3,11.963
76,157.13,12.366
77,157.95,12.777
78,158.77,13.196
79,159.58,13.623
80,160.38,14.058
81,161.18,14.501
82,161.98,14.953
83,162.76,15.413
84,163.54,15.881
85,164.32,16.358
86,165.09,16.844
87,165.86,17.338
88,166.62,17.84
89,167.37,18.351
90,168.12,18.871
91,168.87,19.4
92,169.61,19.937
93,170.34,20.483
94,171.07,21.038
95,171.8,21.602
96,172.52,22.175
97,173.23,22.757
98,173.95,23.348
99,174.65,23.948
100,175.36,24.558
101,176.06,25.176
102,176.75,25.804
103,177.44,26.441
104,178.13,27.088
105,178.81,27.744
106,179.49,28.409
107,180.17,29.084
108,180.84,29.768
109,181.51,30.462
110,182.17,31.165
111,182.83,31.878
112,183.49,32.601
113,184.14,33.334
114,184.79,34.076
115,185.44,34.828
116,186.08,35.591
117,186.72,36.363
118,187.36,37.145
119,187.99,37.936
120,188.62,38.739
121,189.25,39.551
122,189.88,40.373
123,190.5,41.205
124,191.11,42.048
125,191.73,42.901
126,192.34,43.764
127,192.95,44.637
128,193.56,45.521
129,194.16,46.416
130,194.76,47.32
131,195.36,48.236
132,195.95,49.161
133,196.55,50.098
134,197.14,51.045
135,197.72,52.002
136,198.31,52.971
137,198.89,53.95
138,199.47,54.94
139,200.05,55.941
140,200.62,56.952
141,201.19,57.975
142,201.76,59.008
143,202.33,60.052
144,202.89,61.108
145,203.46,62.174
146,204.02,63.252
147,204.57,64.34
148,205.13,65.44
149,205.68,66.551
150,206.23,67.673
151,206.78,68.807
152,207.33,69.952
153,207.87,71.108
154,208.42,72.276
155,208.96,73.455
156,209.5,74.645
157,210.03,75.847
158,210.57,77.061
159,211.1,78.286
160,211.63,79.522
161,212.16,80.771
162,212.68,82.031
163,213.21,83.303
164,213.73,84.586
165,214.25,85.881
166,214.77,87.189
167,215.28,88.508
168,215.8,89.839
169,216.31,91.181
170,216.82,92.536
171,217.33,93.903
172,217.84,95.282
173,218.34,96.673
174,218.85,98.076
175,219.35,99.491
176,219.85,100.92
177,220.35,102.36
178,220.85,103.81
179,221.34,105.27
180,221.84,106.75
181,222.33,108.24
182,222.82,109.74
183,223.31,111.25
184,223.8,112.78
185,224.28,114.32
186,224.77,115.87
187,225.25,117.43
188,225.73,119.01
189,226.21,120.6
190,226.69,122.2
191,227.16,123.81
192,227.64,125.44
193,228.11,127.08
194,228.58,128.73
195,229.05,130.4
196,229.52,132.08
197,229.99,133.77
198,230.46,135.47
199,230.92,137.19
200,231.39,138.92
201,231.85,140.66
202,232.31,142.42
203,232.77,144.19
204,233.23,145.97
205,233.68,147.77
206,234.14,149.57
207,234.59,151.4
208,235.04,153.23
209,235.5,155.08
210,235.95,156.94
211,236.39,158.82
212,236.84,160.7
213,237.29,162.61
214,237.73,164.52
215,238.18,166.45
216,238.62,168.39
217,239.06,170.35
218,239.5,172.32
219,239.94,174.3
220,240.38,176.3
221,240.81,178.31
222,241.25,180.33
223,241.68,182.37
224,242.12,184.42
225,242.55,186.49
226,242.98,188.56
227,243.41,190.66
228,243.84,192.76
229,244.26,194.89
230,244.69,197.02
231,245.11,199.17
232,245.54,201.33
233,245.96,203.51
234,246.38,205.7
235,246.8,207.9
236,247.22,210.12
237,247.64,212.35
238,248.06,214.6
239,248.48,216.86
240,248.89,219.14
241,249.3,221.43
242,249.72,223.73
243,250.13,226.05
244,250.54,228.38
245,250.95,230.73
246,251.36,233.09
247,251.77,235.47
248,252.18,237.86
249,252.58,240.26
250,252.99,242.68
251,253.39,245.12
252,253.8,247.57
253,254.2,250.03
254,254.6,252.51
255,255,255
